smiles,ik14,clint_hep,source
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,AFNJCMOFGZACSP,25.0,tdc_mic
CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,QQODNMGQNZBOAF,6.109999999999999,tdc_mic
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP,1.0,tdc_mic
CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,JMCBXQUHXRJEAX,12.666666666666666,tdc_mic
CC1CN(C(=O)c2cc3ccccc3[nH]2)CCN1,HNVQQKFVQDIMFD,2.6666666666666665,tdc_mic
CCC(CCNC)Oc1cc(Cl)ccc1C#N,VJGKGXRSJKSLFP,1.0,tdc_mic
CCCC1CCCCC(N)=N1,BHSPHDLXXIXNCX,1.0,tdc_mic
CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,QNBONRHBWWFPLO,8.0,tdc_mic
CCCCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,CSAMESIMUONYDS,1.0,tdc_mic
CCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,HHFZQEVZQYBHAR,1.8333333333333333,tdc_mic
CCCCCSc1nc(O)c2sc(N)nc2n1,IBZXBNSXCINDKB,6.0,tdc_mic
CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,VEJDIHYHYBKHNO,2.0,tdc_mic
CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,GITVQUOQRHRGQQ,1.0,tdc_mic
CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,VXQCHYKNUUPNIX,1.0,tdc_mic
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,CQBDMXYZNLJUFT,2.0,tdc_mic
CCCN(CCC)CCc1ccc(O)c(NC(C)=O)c1,HALLPOZIAKOKPW,12.0,tdc_mic
CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,BBOLHCAQUHPGPL,18.0,tdc_mic
CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,BJHIZNMMXXDOOK,1.0,tdc_mic
CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,WAAZWZXNFNZGJV,1.0,tdc_mic
CCCc1cc(=O)[nH]c(=S)[nH]1,KNAHARQHSZJURB,1.0,tdc_mic
CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,SEEKYKYALFEEOJ,6.806666666666667,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(NC(C)=O)cc2)c2cccc(F)c2)CC1,DZYPRLBOUVHBFD,7.833333333333333,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(Cc3ccccc3)CC2)CC1,QITNIAPXIUPAEO,50.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCC(C(C)=O)CC2)CC1,KIBDJJXRHBWQSZ,7.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1,JYULPTUAHQIXEE,8.776666666666666,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,DIPLNRQADIPKHH,1.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C)cc2)CC1,VZNCVMMCTJTAFE,22.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)C(C)(C)C)cc2)CC1,QKNIXSWGUKMPBD,1.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1,VNXYBRUSQZZOGE,1.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NS(C)(=O)=O)cc2)CC1,ZIJRVERIGYOJGY,1.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,COHWEVSELQDEED,6.166666666666666,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,FBCOMGDKGBJAAS,5.333333333333333,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(C)cc(C)c2)C2CCN(S(C)(=O)=O)CC2)CC1,IKWARAQMGAFTPX,50.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1,APTNUAHTAUPJSF,5.833333333333333,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,GQYTWMORXNLJCB,2.5,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,HEQNNPHUJZSSCR,2.833333333333333,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cccc(C(F)(F)F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,VVWTYHCFZJLFJA,5.7766666666666655,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,HFLVCCCLGAIFBB,9.166666666666666,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)C2CCN(S(C)(=O)=O)CC2)CC1,PPYMERDBEMQHQM,10.166666666666666,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)N2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,VUBTZEVOZNXJTP,6.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)c2ccc(S(C)(=O)=O)cc2)CC1,COHWEVSELQDEED,1.3333333333333333,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)c(F)c(F)c2)CC1,KAKJJTGEJYQYHN,6.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(Cl)c2)CC1,AEKZALMFASFTNO,2.1666666666666665,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1,KDZIBHRPMCHQOB,4.0,tdc_mic
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(F)c2)CC1,WBZBAOVCJATDCS,1.0,tdc_mic
CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,FPOGXYDWGZGUBR,4.333333333333333,tdc_mic
CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,PAVCWKDOSVFPAN,2.0,tdc_mic
CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,WUZQKQAXXKMHJZ,35.0,tdc_mic
CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,RDGUKBGMEDUEDL,1.0,tdc_mic
CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,SIVKXCGNYRNTBX,1.3333333333333333,tdc_mic
CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,TVVYPBGDVRJEIC,10.666666666666666,tdc_mic
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,AJOOJNSIVXELDW,3.0,tdc_mic
CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CC1,KUJWYGAYGZNEMX,1.3333333333333333,tdc_mic
CCOC(=O)N1CCC(Nc2cc(Cl)ccn2)CC1,YQEYLCGMINXDBN,11.333333333333332,tdc_mic
CCOC(=O)N1CCC(Nc2cc(OC)ccn2)CC1,GCTVYNAQYNTXBH,1.3333333333333333,tdc_mic
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)CCN2,DHXMMCBBFYWCNV,22.02333333333333,tdc_mic
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,BXNMTOQRYBFHNZ,1.0,tdc_mic
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,CXAGHAZMQSCAKJ,1.0,tdc_mic
CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,NTOKZWCGGSZEAX,3.8266666666666667,tdc_mic
CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,VKISKXWEKUKQJG,14.666666666666666,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,RUOLUVWKKUNVSF,1.0,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,BKMNDIUYMMHTDG,1.0,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1,IIMHZOFZEZTKQT,1.0,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1,UTDANZPJNOWLLZ,1.0,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,PZPVQKKTULQJKR,1.3333333333333333,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,LTELLSHJEKDTRM,1.0,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,CNMBRSATMDIDOG,1.0,tdc_mic
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,MREHKHMPXVGCAP,1.0,tdc_mic
CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,RBCQYGNISLBEGG,4.0,tdc_mic
CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,BAEUVFVUAABNHC,44.666666666666664,tdc_mic
CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC(C)C)sc12,LDWGDDQOIJFESM,14.0,tdc_mic
CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,NPKHWEBWIFDKHH,2.9033333333333333,tdc_mic
CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,PMJJWQOFHOTBIY,22.666666666666664,tdc_mic
CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,WLNJRTDPWJKTFG,1.0,tdc_mic
CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,ODBRXBIBFOZAFT,1.0,tdc_mic
CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,JFPWAHPXRLJZQR,1.0,tdc_mic
CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,ZSNGXFZDJYKDRG,1.0,tdc_mic
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,VDUWPHTZYNWKRN,1.0,tdc_mic
CN(C(=O)Cc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,ULIOFFVUEAORCD,1.0,tdc_mic
CN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,XAWOJZLTWLRVIH,4.0,tdc_mic
CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,WVTQEDQHWYJROA,1.6666666666666665,tdc_mic
CN(C)CCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,MKFBFGXYGIKOGL,2.0,tdc_mic
CN(C)CCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,RFSVVCBVIFWEMZ,3.0,tdc_mic
CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,XNANHPIYZJMJSP,3.6666666666666665,tdc_mic
CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,JPDUMUHTXIBGHJ,28.666666666666664,tdc_mic
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,GDRRHBZSXZXDLL,3.5,tdc_mic
CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,GSQPHXFZLYFUQD,11.0,tdc_mic
CN(C)c1ccnc2sc(C(N)=O)c(N)c12,APQCIRNWAACMSD,1.0,tdc_mic
CN(CCOc1ccccc1-c1cc(C(N)=O)c(NC(N)=O)s1)Cc1ccccc1,OVDHWXOTDVDEFA,50.0,tdc_mic
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,DRFYLNDYPJDLJQ,4.333333333333333,tdc_mic
CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,UNZKXQGDHWYPDV,6.833333333333333,tdc_mic
CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,HUQJRYMLJBBEDO,6.416666666666666,tdc_mic
CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,YXOROSQPTDHFJJ,4.666666666666666,tdc_mic
CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,HJYPGIVRQSXSLB,1.0,tdc_mic
CNCCC(Oc1ccccc1OC)c1ccccc1,ITJNARMNRKSWTA,1.0,tdc_mic
CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,SKDZJHOZNBMINM,1.0,tdc_mic
CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,AMEQLQYPRVOFMB,4.666666666666666,tdc_mic
CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,RBMGZPYCDQPSLS,6.666666666666666,tdc_mic
COC(=O)N1CCN(c2ccnc(-n3ccnc3)n2)C(CC(=O)NCc2ccc3c(c2)OCO3)C1,NVYMEDQKBQMAKF,5.666666666666666,tdc_mic
COCCNCc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,FARZBDPBWHIGIU,1.0,tdc_mic
COCCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,UKKAXPVDQSQDFB,14.219999999999999,tdc_mic
COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,PMESBKKQUTYHGL,1.8333333333333333,tdc_mic
COCCOc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,CQVZMWKLFBXYDF,6.666666666666666,tdc_mic
COCCOc1nc(N)c2[nH]c(=O)n(Cc3ccccc3)c2n1,YYCDGEZXHXHLGW,1.0,tdc_mic
CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,CMLJYPLKIKPWDF,13.666666666666666,tdc_mic
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM,1.0,tdc_mic
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,NDHNEUUBLJKLCP,5.0,tdc_mic
COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,BAGKZNKMTKKDNL,4.0,tdc_mic
COc1ccc(-c2ccc3nc(N)sc3c2)cn1,CBBGVZCNBLEQID,2.5866666666666664,tdc_mic
COc1ccc(-c2ccnc(N)n2)cc1,GHSMJZASRNAUBJ,13.666666666666666,tdc_mic
COc1ccc(-c2nc(N)s[n+]2-c2ccccc2)cc1,WRLLQHDGZSTNQV,6.333333333333333,tdc_mic
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,GLBJJMFZWDBELO,4.666666666666666,tdc_mic
COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,CBWRUNBHLXXKIT,16.833333333333332,tdc_mic
COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,APLGQRPVXWWNAW,50.0,tdc_mic
COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,DCROUMFSOORFPU,6.333333333333333,tdc_mic
COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC,TZMIRXLCTZAZRD,37.33333333333333,tdc_mic
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ,22.0,tdc_mic
COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,CZRGSUVBZMHYLX,14.5,tdc_mic
COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,HUIKQSVWWLYLJZ,34.33333333333333,tdc_mic
COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1,IZSSXVOTZNFJIV,3.6666666666666665,tdc_mic
COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,XWQFWBSOLVEUDU,24.666666666666664,tdc_mic
COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,ZLPRNWIDJZJYMH,1.0,tdc_mic
COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,RDWNQKGVOHYXCK,1.0,tdc_mic
COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,YOIVDVSNRCXKLQ,1.3333333333333333,tdc_mic
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,VJXYIASUBZUHMU,1.0,tdc_mic
COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,WOCAUAGFAOCBHT,3.0,tdc_mic
COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,GVXLYANMNMFHLJ,5.333333333333333,tdc_mic
COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,PLKYHUCBRLEYME,11.666666666666666,tdc_mic
COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,HMFZJPXGIJLMTJ,50.0,tdc_mic
COc1cccc(Oc2cncnc2O)c1,BBZIPONMDZDZAD,1.0,tdc_mic
COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,LTZIPSVUUPYNGF,1.0,tdc_mic
COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,CUMXSLBXLLYSHN,1.6666666666666665,tdc_mic
COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,UEAUYQCUAUXUNU,2.333333333333333,tdc_mic
COc1ccccc1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,VBPPTMDMNMVDMW,42.33333333333333,tdc_mic
COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,PLQWTOQXQJAHBY,18.666666666666664,tdc_mic
COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,NYWJZLOBZHVZMI,7.333333333333333,tdc_mic
COc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,VOPUEJLKUSXAOZ,2.6666666666666665,tdc_mic
COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,UOWPMQNCLJZBEA,1.0,tdc_mic
COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,SZUVGMCKKLJAFX,1.0,tdc_mic
COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,ULYAVZFGXSQWBB,1.0,tdc_mic
COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c1ccc(Cl)s1,OUZKJGOSIGMDHS,3.333333333333333,tdc_mic
CS(=O)(=O)C1(c2cc(N3CC4CCC(C3)O4)nc(-c3cccc4[nH]ccc34)n2)CC1,FMYZLWZNPIWZKB,2.9699999999999998,tdc_mic
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,UUEAFRKZMCDHFV,3.74,tdc_mic
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,KZYSDCNLDBFBOK,1.0,tdc_mic
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,VMUQWDZAQHHYDS,1.0,tdc_mic
CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,RRDSWNIAKIQLQS,3.333333333333333,tdc_mic
CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1,HIWVLHPKZNBSBE,1.0,tdc_mic
CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,MBMAQWYADJFPMU,1.0,tdc_mic
CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,YGYJEYXHZXOPGM,2.0,tdc_mic
CSc1nc(-c2ccccc2)nn1Cc1ccccc1,MHWQFWUYBKZWOI,38.666666666666664,tdc_mic
CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1,IGADPVQMANOWFP,27.666666666666664,tdc_mic
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,XQYASZNUFDVMFH,7.0,tdc_mic
C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,SCGCBAAYLFTIJU,2.4699999999999998,tdc_mic
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)ccc12,VEDVRGDEFIRTMR,3.0,tdc_mic
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)cnc12,BJILNBJSTFTMIK,4.0,tdc_mic
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,HPEZMJRVQAFZQC,22.0,tdc_mic
C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,RURRPCNSHIMRGD,1.0,tdc_mic
C[C@H](CO)Nc1nc(SCc2ccco2)nc2nc(N)sc12,JOFFESJQUJHGCW,1.6666666666666665,tdc_mic
C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,WZHKXNSOCOQYQX,20.55333333333333,tdc_mic
C[C@H]1CN=C(N)c2sccc2O1,TUOXPJFCQDMQOX,2.333333333333333,tdc_mic
Cc1c(CC(=O)O)c2cc(F)ccc2n1Cc1nc2ccccc2s1,RUDKYCJFISENJV,1.0,tdc_mic
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,CYAXTHULEFHIMG,3.0,tdc_mic
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,ATPAZLJUTRYFNR,4.5,tdc_mic
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,LQCZDIMQFUOGJG,4.333333333333333,tdc_mic
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,YMYZSITWBGWUAF,1.0,tdc_mic
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,DLONTNINHYMHFB,2.0,tdc_mic
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,IBTMKWBYOYIWBF,1.0,tdc_mic
Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,VAJPAWXFYKFUMH,1.0,tdc_mic
Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,VHTADBIQRDFSEO,1.0,tdc_mic
Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,AQXNOXJAJOOFPU,1.0,tdc_mic
Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,SKJAIFGOCYTZIP,1.0,tdc_mic
