name,f_pct,raw,smiles
Dexchlorpheniramine maleate,40.5,oral bioavailability in rats  40.5%,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
Ixazomib,58.0,"upon oral administration, ixazomib is rapidly absorbed [a264329] with a t<sub>max</sub> of one hour.[l51234] based on po",CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
Selenium,90.0,oral bioavailability of 90% when given as l-selenomethionine [a19385]. tmax of 9.17h.,[Se]
Alectinib,37.0,alectinib reached maximal concentrations at 4 hours following administration of 600 mg twice daily under fed conditions ,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
Pidotimod,45.0,bioavailability of 45% [l929].,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1
Cefroxadine,90.0,oral bioavailability of 90% [a20320].,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
Elbasvir,32.0,elbasvir reaches peak plasma concentration 3-6 hours after administration[l10253] and has an absolute bioavailability of,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C
Grazoprevir,27.0,grazoprevir reaches peak plasma concentration 0.5-3 hours after administration [fda label]. grazoprevir has an absolute ,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1
Thiocolchicoside,25.0,"oral bioavailability is ~25%
after intramuscular administration, thiocolchicoside cmax occur in 30 min and .reach value",COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2
Asunaprevir,9.3,"in preclinical studies, asunaprevir showed a high liver-to-plasma auc ratio. it is rapidly absorbed within 30 minutes of",C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
Bilastine,61.0,bilastine has a tmax of 1.13 h [fda label]. the absolute bioavailability is 61%. no accumulation observed with daily dos,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
Velpatasvir,30.0,oral bioavailability of 25-30% [a19175].,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1
Opicapone,20.0,"orally administered opicapone demonstrates a linear, dose-dependent absorption profile.[a203048] opicapone is rapidly ab",Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1
Amifampridine,100.0,orally-administered amifampridine is rapidly absorbed in humans to reach the peak plasma concentrations within by 0.6 to,Nc1ccncc1N
Daprodustat,65.0,daprodustat exposure generally increases in a dose-proportional manner over the range of therapeutic doses. steady-state,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O
Selumetinib,62.0,"based on several studies investigating selumetinib at various doses in both pediatric and adult populations, the tmax ge",Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
Tropisetron,60.0,the absorption of tropisetron from the gastrointestinal tract is rapid (mean half-life of about 20 minutes) and nearly c,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2
Acalabrutinib,25.0,the geometric mean absolute bioavailability of acalabrutinib is 25% with a median time to peak plasma concentrations (tm,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
Ribociclib,65.8,the mean absolute bioavailability of ribociclib after a single oral dose of 600 mg was 65.8%.[l51529] following repeated,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1
Lasmiditan,40.0,"oral absorption of lasmiditan is quick, with a median t<sub>max</sub> of 1.8 hours.[l9338] an open-label study looking a",CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
Icotinib,52.0,bioavailability = 52%,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1
Momelotinib,97.0,momelotinib is rapidly absorbed following oral administration with a bioavailability of 97%.[a261561] the mean (%cv) ste,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
Niraparib,73.0,"following a single-dose administration of 300 mg niraparib, the mean (±sd) peak plasma concentration (c<sub>max</sub>) w",NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
Fostemsavir,26.9,the absorption of temsavir is significantly limited by suboptimal dissolution and solubility following oral administrati,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O
Baricitinib,80.0,the absolute bioavailability of baricitinib is approximately 80%. the c<sub>max</sub> was reached after one hour of oral,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
Esketamine,48.0,"due to the fact that this drug is administered via nasal spray, absorption is rapid. the mean absolute bioavailability i",CN[C@]1(c2ccccc2Cl)CCCCC1=O
Relugolix,12.0,the c<sub>max</sub> and auc of orally-administered relugolix increase proportionally following single doses - in contras,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1
Brexanolone,5.0,"it has been determined that brexanolone has a low oral bioavailability of approximately <5% in adults, which suggests in",CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Apalutamide,100.0,mean absolute oral bioavailability was approximately 100%. the median time to achieve peak plasma concentration (t<sub>m,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
Valbenazine,49.0,valbenazine and its active metabolite ([+]-α-htbz) demonstrate approximate proportional increases for the area under the,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2
Delafloxacin,58.8,the median time to peak plasma concentration for orally administered delafloxacin is 0.75 (0.5-4.0) hours after a single,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
Duvelisib,42.0,duvelisib is rapidly absorbed and its peak plasma concentration is reached 1-2 hours after initial administration with a,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1
Dacomitinib,80.0,dacomitinib has shown a linear kinetics after single and multiple dose range studies. the absorption and distribution do,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
Glasdegib,55.0,glasdegib presents a dose-proportional pharmacokinetic profile which is observed by the presence of a broad dose-proport,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1
Elamipretide,92.0,elamipretide exposure increases proportionally over a dose range of 2 to 80 mg following daily subcutaneous injections w,Cc1cc(O)cc(C)c1C[C@H](NC(=O)[C@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
Benznidazole,91.7,"benznidazole has a bioavailability of 91.7% and a tmax of 2.93 h [a20368, a20369].",O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
Diacerein,60.0,bioavailability of 50-60% [a19300]. entirely converted to the active metabolite rhein [db13174] before reaching systemic,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
Fostamatinib,55.0,"fostmatinib is the methylene phosphate prodrug of r406, the active metabolite [l52150]. it is extensively hydrolyzed by ",COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
Letermovir,94.0,"letermovir has a bioavailability of 94% in healthy subjects when administered without cyclosporin, 35% in hsct recipient",COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
Lorlatinib,81.0,the median lorlatinib tmax was 1.2 hours (0.5 to 4 hours) following a single oral 100 mg dose and 2 hours (0.5 to 23 hou,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21
Gepotidacin,45.0,"according to prescribing information, the steady-state mean c<sub>max</sub> and auc<sub>0-12</sub> of gepotidacin in pat",O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1
Brincidofovir,13.4,the oral bioavailability of brincidofovir is 13.4% in its tablet formulation and 16.8% in its suspension formulation.[l3,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
Gepirone,14.0,the pharmacokinetics of gepirone are linear and dose-proportional from 18.2 mg to 72.6 mg. steady-state plasma concentra,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1
Capivasertib,29.0,"the capivasertib steady-state auc is 8,069 h·ng/ml (37%) and c<sub>max</sub> is 1,371 ng/ml (30%). steady-state concentr",NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
Edaravone,57.0,"one study investigated the absorption of edaravone in healthy adults, who either received a single oral (105 mg/ml) or i",CC1=NN(c2ccccc2)C(=O)C1
Propiverine,40.5,propiverine is rapidly absorbed from the gastrointestinal tract with maximum plasma concentrations attained after 2.3 ho,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1
Doravirine,64.0,the absolute bioavailability of doravirine is 64% with a t<sub>max</sub> of 2 hours.[l12729] following oral [14c]doravir,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O
Rucaparib,36.0,rucaparib exhibits a linear pharmacokinetic profile over the dose range from 240 mg to 840 mg twice daily. the mean (coe,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
Betrixaban,34.0,betrixaban presents a rapid absorption at a dose of 80 mg. its peak plasma concentration is registered within 3-4 hours ,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
Siponimod,84.0,the time (tmax) to attain maximum plasma concentrations (cmax) after oral administration of immediate-release oral doses,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1
Omadacycline,34.5,omadacycline has an mean absolute oral bioavailability of 34.5% and a mean tmax of2.5 h with oral dosing. with multiple ,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
Rimegepant,64.0,the absolute oral bioavailability of rimegepant is approximately 64%.[l11971] following oral administration of the orall,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F
Samidorphan,69.0,"samidorphan pharmacokinetics are linear over the range of clinically relevant concentrations, and steady-state kinetics ",NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3
Sotagliflozin,71.0,"following a single dose, the t<sub>max</sub> of sotagliflozin ranged from 1.25 to 3 hours.[l39705] following multiple do",CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
Lefamulin,25.0,"in a pharmacokinetic study of healthy subjects, lefamulin was rapidly absorbed after oral administration. the median tma",C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
Grapiprant,39.0,studies in animals (horse) have shown the presence of a concentration >0.005 ng/ml in serum 72 hours after initial admin,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
Quizartinib,71.0,the mean (sd) absolute bioavailability of quizartinib from the tablet formulation was 71% (±7%) in healthy subjects. aft,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
Darolutamide,30.0,"darolutamide is absorbed in the gastrointestinal tract.[l10872] in the fasted state, peak concentrations are reached wit",CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1
Oteseconazole,73.0,"between 20 mg and 320 mg, the auc of oteseconazole increased relatively dose proportionally, and the c<sub>max</sub> inc",O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1
Meclocycline,66.0,estimated oral bioavailability of ~66% and tmax of 4h based on that of demeclocycline due to structural similarity [a142,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
Edoxudine,49.0,edoxudine cream is able to penetrate the skin in a very rapid manner. this easy penetration allows edoxudine to have a g,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
Diphemanil,25.0,poorly absorbed from the gastrointestinal tract with an absolute bioavailability of 15 to 25%.,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
Enasidenib,57.0,the peak plasma concentration (c<sub>max</sub>) is 1.4 mcg/ml [coefficient of variation (cv%) 50%] after a single dose o,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
Ferric pyrophosphate citrate,94.0,the results of the present studies show that ferric pyrophosphate is as well absorbed in adults. the absorption of iron ,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=P(O)(O)OP(=O)(O)O.O=P(O)(O)OP(=O)(O)O.O=P([O-])([O-])OP(=O)([O-])O.[Fe+3].[Fe+3].[Fe+3].[Fe+3]
Cannabidivarin,6.0,"like δ9-thc, cbdv has low water solubility and poor oral bioavailability (~6% in humans), making oral administration an ",C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O
Oxycodegol,34.0,loxicodegol has a tmax of 1.8h and a bioavailability of 34% with oral administration [a34016]. it enters the brain about,COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
Geraniol,92.0,the profile of the geraniol concentrations in rat blood following oral administration of the emulsified formulation was ,CC(C)=CCC/C(C)=C/CO
Lithium carbonate,100.0,lithium absorption is rapid and oral bioavailability is close to 100%[a176639].,O=C([O-])[O-].[Li+].[Li+]
Mometasone furoate,11.0,the mean time to peak concentration is 1.0 to 2.5 hours[fda label]. bioavailability has been reported as <1%[fda label] ,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
Tedizolid,91.0,tedizolid reaches peak plasma concentrations within three hours for oral administration and within one hour following in,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1
Diloxanide furoate,90.0,"bioavailability is 90% (in diloxanide parental form), however diloxanide furoate is slowly absorbed from the gastrointes",CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1
Larotrectinib,34.0,the mean absolute bioavailability of larotrectinib capsules is approximately 34% (range: 32-37%).[l49816] in adult patie,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
Ceftobiprole medocaril,100.0,"because ceftobiprole medocaril is administered intravenously, its bioavailability is 100%.[l50472] the mean c<sub>max</s",Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1
Solriamfetol,95.0,oral bioavailability of solriamfetol is approximately 95%[fda label]. peak plasma concentration is reached in 2 hours (w,NC(=O)OC[C@H](N)Cc1ccccc1
Mavacamten,85.0,mavacamten has an estimated oral bioavailability of at least 85% and t<sub>max</sub> of 1 hour.[l41680] mavacamten expos,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
Ritlecitinib,64.0,"up to 200 mg, the auc<sub>0-tau</sub> and c<sub>max</sub> of ritlecitinib increase in an approximately dose-proportional",C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
Abrocitinib,60.0,abrocitinib is absorbed with over 91% extent of oral absorption and absolute oral bioavailability of approximately 60%. ,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1
Daridorexant,62.0,daridorexant reaches peak plasma concentrations within one to two hours. daridorexant has an absolute bioavailability of,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1
Tepotinib,72.0,"the absolute bioavailability of tepotinib following oral administration is approximately 72%.[l31443,a228038] at the rec",CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1
Inavolisib,76.0,the absolute oral bioavailability of inavolisib is 76%.[l51738] at steady-state - attained by approximately day 5 - the ,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O
Elexacaftor,80.0,the absolute oral bioavailability of elexacaftor is approximately 80%. the steady-state auc<sub>0-24h</sub> and c<sub>ma,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C
Vericiguat,93.0,"following the administration of 10mg of vericiguat by mouth once daily, the average steady-state c<sub>max</sub> and auc",COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N
Selpercatinib,82.0,"in patients with locally advanced or metastatic solid tumours receiving 160 mg of selpercatinib twice daily, steady-stat",COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1
Zavegepant,5.0,"after a single intranasal dose of zavegepant (10 mg), the peak plasma concentration was detected approximately 30 minute",Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12
Cedazuridine,100.0,cedazuridine (100 mg) taken orally with [decitabine] (35 mg) once daily for five days resulted in a day 1 auc and steady,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
Ensifentrine,35.0,"following inhaled administration of ensifentrine in healthy subjects and subjects with copd, ensifentrine cmax was attai",COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2
Mitapivat,73.0,the absolute bioavailability of mitapivat after a single dose is approximately 73%. mitapivat exposure increases dose-pr,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1
Paltusotine,69.0,paltusotine exhibited dose-proportional increases in exposures for doses ranging from 20 mg (lowest approved recommended,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O
Sulopenem etzadroxil,40.0,"following rapid conversion into the active moiety, sulopenem bioavailability is approximately 40% in the fasted state, i",CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S@@+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12
Mobocertinib,37.0,the mean absolute bioavailability of mobocertinib is 37% and the median t<sub>max</sub> is approximately 4 hours.[l38319,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Serdexmethylphenidate,3.0,following a single dose of serdexmethylphenidate/dexmethylphenidate (52.3/10.4 mg) compared to extended-release dexmethy,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)[O-])c1
Deucravacitinib,99.0,"following oral administration, deucravacitinib plasma cmax and auc increased proportionally over a dose range from 3 mg ",[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
Belumosudil,64.0,"following oral administration, the mean bioavailability of belumosudil is 64% and the median t<sub>max</sub> at steady-s",CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
Repotrectinib,45.7,"the geometric mean (cv%) of repotrectinib steady state peak concentration (c<sub>max,ss</sub>) is 713 (32.5%) ng/ml and ",C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1
Vorasidenib,34.0,vorasidenib maximum plasma concentration (cmax) and auc increased approximately proportionally over the dose range of 10,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F
Ziftomenib,12.9,"in patients with relapsed or refractory aml who received 600 mg ziftomenib once daily, the mean c<sub>max</sub> and auc ",CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1
Pirtobrutinib,85.5,with single oral doses between 300 mg and 800 mg (1.5 to 4 times the approved recommended dose) and once daily doses bet,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1
Rilzabrutinib,4.7,the c<sub>max</sub> and auc of rilzabrutinib increase proportionally following administration of multiple doses of 300 m,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1
Nerandomilast,73.0,nerandomilast exposure increased in a dose proportional manner following administration of single doses of 0.0032 to 2.6,[O-][S@+]1CCc2nc(N3CCC(c4ncc(Cl)cn4)CC3)nc(NC3(CO)CCC3)c21
Zongertinib,76.2,"the absolute oral bioavailability of zongertinib is 76.2%.[l53828,l53873] following oral administration in patients with",C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1
Deuruxolitinib,90.0,"following oral administration of deuruxolitinib, cmax and aucs increased dose-proportionally over a dose range from 8 mg",[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H]
Elinzanetant,52.0,"in healthy volunteers, elinzanetant c<sub>max</sub> and auc increased in a greater than dose-proportional manner (20% to",Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
Imlunestrant,10.0,the mean (%cv) maximum concentration (c<sub>max</sub>) of imlunestrant is 141 ng/ml (45%) and the area under the concent,Oc1ccc2c3c(cnc2c1)-c1ccc(C(F)(F)F)cc1O[C@@H]3c1ccc(OCCN2CC(CF)C2)cc1
