canon,Y,bde_failed,BDE_min_all,BDE_2nd_all,BDE_3rd_all,BDE_mean_all,BDE_std_all,BDE_range_all,N_vuln_85_all,N_vuln_90_all,N_CH_all,BDE_min_frac_all,BDE_min_aliph,BDE_2nd_aliph,BDE_3rd_aliph,BDE_mean_aliph,BDE_std_aliph,BDE_range_aliph,N_vuln_85_aliph,N_vuln_90_aliph,N_CH_aliph,BDE_min_frac_aliph
CN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,43.0,False,83.16484069824219,88.79147338867188,89.35318756103516,98.25921630859375,10.083584785461426,29.106407165527344,1,3,14,0.8463820815086365,83.16484069824219,88.79147338867188,89.35318756103516,91.04141235351562,3.4827775955200195,11.640968322753906,1,3,9,0.9134836196899414
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,8.93,False,86.60628509521484,89.60530853271484,89.68109893798828,100.4656982421875,9.825539588928223,26.062423706054688,0,3,11,0.862048327922821,86.60628509521484,89.60530853271484,89.68109893798828,94.06342315673828,6.22382926940918,16.658279418945312,0,3,7,0.920722246170044
CN(CCc1ccc(O)c2nc(O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,150.0,False,88.79147338867188,89.88224029541016,90.4933090209961,98.24453735351562,9.447659492492676,24.50653839111328,0,2,15,0.9037802815437317,88.79147338867188,89.88224029541016,90.4933090209961,91.67535400390625,1.9878770112991333,6.014335632324219,0,2,10,0.9685424566268921
CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,51.29,False,90.21129608154297,91.77057647705078,96.68433380126953,106.16960906982422,8.554834365844727,24.272964477539062,0,0,11,0.8496903777122498,90.21129608154297,91.77057647705078,96.68433380126953,92.88873291015625,2.758352518081665,6.4730377197265625,0,0,3,0.9711758494377136
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,5.01,False,75.4006118774414,94.68811798095703,110.63709259033203,106.3380355834961,12.295408248901367,38.45263671875,1,1,9,0.709065318107605,75.4006118774414,94.68811798095703,94.68811798095703,85.04436492919922,9.643753051757812,19.287506103515625,1,1,2,0.8866032958030701
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,11.0,False,84.5837631225586,91.39372253417969,91.70124053955078,104.97644805908203,9.195239067077637,29.546493530273438,1,1,16,0.8057403564453125,84.5837631225586,91.39372253417969,91.70124053955078,92.35063934326172,4.9266228675842285,15.261306762695312,1,1,5,0.9158979654312134
CN1CCC[C@H]1CCN1CCCc2cc(NC(=N)c3cccs3)ccc21,40.74,False,84.49422454833984,88.58766174316406,89.1336898803711,99.76277160644531,10.81307601928711,31.672874450683594,1,4,16,0.846951425075531,84.49422454833984,88.58766174316406,89.1336898803711,91.84772491455078,4.0813164710998535,13.528472900390625,1,4,10,0.9199381470680237
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,6.76,False,79.37506103515625,91.95611572265625,92.04810333251953,103.34339141845703,11.436984062194824,33.80394744873047,1,1,11,0.7680709958076477,79.37506103515625,91.95611572265625,92.04810333251953,88.94499969482422,5.527700424194336,13.025672912597656,1,1,4,0.8924061059951782
CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,13.49,False,84.5837631225586,89.2685317993164,91.90662384033203,102.08295440673828,10.044840812683105,28.350738525390625,1,2,14,0.8285787105560303,84.5837631225586,89.2685317993164,91.90662384033203,91.02994537353516,3.53937029838562,11.697357177734375,1,2,6,0.9291861057281494
CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,14.45,False,83.80973052978516,89.49110412597656,91.8827896118164,101.68434143066406,10.471037864685059,30.840835571289062,1,2,13,0.8242146968841553,83.80973052978516,89.49110412597656,91.8827896118164,90.89049530029297,3.631831645965576,11.776412963867188,1,2,6,0.9220956563949585
CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,44.295,False,89.89421844482422,91.95865631103516,92.04810333251953,105.05025482177734,9.189340591430664,23.36187744140625,0,1,13,0.8557258248329163,89.89421844482422,91.95865631103516,92.04810333251953,91.51542663574219,0.9387381672859192,2.2665023803710938,0,1,4,0.9822848439216614
CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,3.0,False,87.29450225830078,92.4892349243164,105.85913848876953,106.74726867675781,8.919661521911621,27.476089477539062,0,1,10,0.8177680373191833,87.29450225830078,92.4892349243164,92.4892349243164,89.8918685913086,2.5973663330078125,5.194732666015625,0,1,2,0.9711056351661682
CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,3.0,False,93.17152404785156,101.28670501708984,105.90960693359375,107.64886474609375,7.022979259490967,22.47852325439453,0,0,8,0.8655133247375488,93.17152404785156,101.28670501708984,101.28670501708984,97.22911071777344,4.057590484619141,8.115180969238281,0,0,2,0.9582678079605103
CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,21.88,False,82.99040985107422,84.12493896484375,90.34149932861328,102.75348663330078,12.64416217803955,35.67278289794922,2,2,13,0.8076651692390442,82.99040985107422,84.12493896484375,90.34149932861328,89.79053497314453,4.905285358428955,14.269569396972656,2,2,6,0.9242668151855469
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,3.0,False,85.84223175048828,87.25555419921875,89.2931900024414,103.72993469238281,11.6843843460083,30.94640350341797,0,3,11,0.8275550603866577,85.84223175048828,87.25555419921875,89.2931900024414,88.6462631225586,2.387583017349243,6.3518524169921875,0,3,4,0.9683682918548584
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,16.22,False,90.11385345458984,92.21344757080078,96.68433380126953,104.6332015991211,7.778421401977539,22.163528442382812,0,0,12,0.8612357378005981,90.11385345458984,92.21344757080078,96.68433380126953,94.06026458740234,2.99642276763916,7.115570068359375,0,0,4,0.9580438137054443
CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,64.0,False,89.17495727539062,92.0821304321289,111.02803802490234,106.71943664550781,9.375622749328613,25.433700561523438,0,1,8,0.8356018662452698,89.17495727539062,92.0821304321289,92.0821304321289,90.6285400390625,1.4535865783691406,2.9071731567382812,0,1,2,0.9839611053466797
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,19.95,False,91.56436157226562,106.07384490966797,111.55661010742188,109.10462951660156,7.007911205291748,22.94788360595703,0,0,8,0.8392344117164612,91.56436157226562,91.56436157226562,91.56436157226562,91.56436157226562,0.0,0.0,0,0,1,1.0
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.89,False,,,,,,,0,0,0,,,,,,,,0,0,0,
CNCCC=C1c2ccccc2CCc2ccccc21,144.0,False,84.26095581054688,87.33246612548828,89.92616271972656,100.31472778320312,11.023170471191406,27.426864624023438,1,3,9,0.8399659395217896,84.26095581054688,87.33246612548828,89.92616271972656,88.27404022216797,2.767117738723755,7.315635681152344,1,3,4,0.9545383453369141
CNCCCN1c2ccccc2CCc2ccccc21,78.46,False,85.00093841552734,88.6624984741211,89.22547149658203,99.2364273071289,10.490882873535156,26.468612670898438,0,3,9,0.8565497398376465,85.00093841552734,88.6624984741211,89.22547149658203,90.22877502441406,3.892571449279785,11.825675964355469,0,3,5,0.9420602321624756
CNCC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1,150.0,False,86.26074981689453,89.17619323730469,91.49639129638672,103.7552490234375,10.716681480407715,28.098915100097656,0,2,10,0.8313868641853333,86.26074981689453,89.17619323730469,91.49639129638672,91.08988952636719,4.101752281188965,11.165496826171875,0,2,4,0.9469848871231079
CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,142.0,False,86.26074981689453,89.17619323730469,91.49639129638672,102.84402465820312,10.144919395446777,26.64965057373047,0,2,11,0.8387531638145447,86.26074981689453,89.17619323730469,91.49639129638672,92.21913146972656,4.3081560134887695,11.165496826171875,0,2,5,0.9353888630867004
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,12.02,False,79.43167877197266,86.1130599975586,89.54804229736328,100.0724105834961,13.859498023986816,36.380271911621094,1,3,8,0.7937420606613159,79.43167877197266,86.1130599975586,89.54804229736328,86.71391296386719,4.661447525024414,12.331207275390625,1,3,4,0.9160199761390686
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1,10.47,False,86.15729522705078,87.20850372314453,87.57378387451172,95.78317260742188,7.338852882385254,25.074142456054688,0,4,20,0.8995034694671631,86.15729522705078,87.20850372314453,87.57378387451172,93.11851501464844,4.00197696685791,14.270919799804688,0,4,17,0.9252434372901917
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@H]21)C(C)(C)C,12.02,False,86.11219024658203,90.3390884399414,91.120849609375,100.60033416748047,8.791600227355957,25.537216186523438,0,1,19,0.8559831380844116,86.11219024658203,90.3390884399414,91.120849609375,94.37530517578125,4.138505935668945,14.316024780273438,0,1,12,0.9124441146850586
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1,19.95,False,85.74739837646484,86.15729522705078,87.4146499633789,96.34561157226562,7.360507965087891,25.484039306640625,0,3,20,0.8899979591369629,85.74739837646484,86.15729522705078,87.4146499633789,93.78021240234375,4.455447196960449,14.680816650390625,0,3,17,0.9143442511558533
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,16.98,False,81.23779296875,81.5411605834961,82.56295013427734,95.31302642822266,9.14436149597168,29.99364471435547,3,5,18,0.8523262143135071,81.23779296875,81.5411605834961,82.56295013427734,92.16990661621094,6.408078670501709,19.172752380371094,3,5,15,0.881391704082489
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCCC4)c3)ncc2C#N)s1,150.0,False,87.36315155029297,89.32710266113281,91.59537506103516,101.66838073730469,9.39404010772705,25.298133850097656,0,2,10,0.8592951893806458,87.36315155029297,89.32710266113281,91.59537506103516,92.90812683105469,4.47463846206665,11.173141479492188,0,2,5,0.9403176307678223
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,150.0,False,87.36315155029297,89.23217010498047,89.40061950683594,99.00230407714844,9.553080558776855,25.298133850097656,0,3,13,0.8824355602264404,87.36315155029297,89.23217010498047,89.40061950683594,91.86082458496094,3.71884822845459,10.619949340820312,0,3,8,0.9510381817817688
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1,19.5,False,87.36315155029297,88.84850311279297,89.05104064941406,98.83023834228516,10.078715324401855,25.298133850097656,0,4,12,0.8839718699455261,87.36315155029297,88.84850311279297,89.05104064941406,90.54566955566406,2.6982829570770264,8.941390991210938,0,4,7,0.9648517966270447
CNc1nc(C)c(-c2nc(Nc3cccc(N4CCNCC4)c3)ncc2C#N)s1,12.3,False,87.36315155029297,89.67264556884766,91.59537506103516,101.38765716552734,10.257955551147461,25.298133850097656,0,2,9,0.861674427986145,87.36315155029297,89.67264556884766,91.59537506103516,90.08641815185547,1.7688301801681519,4.3513641357421875,0,2,4,0.9697704911231995
CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3C)cccc12,41.69,False,75.98723602294922,88.68030548095703,90.70406341552734,103.45472717285156,11.025880813598633,37.46266174316406,1,2,15,0.7344974875450134,75.98723602294922,88.68030548095703,90.70406341552734,89.17539978027344,7.076440334320068,19.30596923828125,1,2,5,0.8521098494529724
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,137.945,False,72.1423568725586,90.06758880615234,90.06758880615234,98.46609497070312,12.67025375366211,41.94844055175781,1,1,9,0.7326619029045105,72.1423568725586,90.06758880615234,90.06758880615234,91.44434356689453,9.595357894897461,29.646446228027344,1,1,6,0.7889209389686584
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,150.0,False,74.1212387084961,83.7808837890625,89.39903259277344,99.73436737060547,12.509021759033203,39.93895721435547,2,4,15,0.7431865334510803,74.1212387084961,83.7808837890625,89.39903259277344,89.05036163330078,6.902060031890869,23.787506103515625,2,4,8,0.8323519229888916
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,12.3,False,73.77291107177734,85.78546905517578,89.496826171875,98.52166748046875,12.470133781433105,38.91522979736328,1,3,10,0.7487988471984863,73.77291107177734,85.78546905517578,89.496826171875,90.0044174194336,8.79456901550293,26.933868408203125,1,3,6,0.8196587562561035
COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1,150.0,False,89.90547180175781,93.24169158935547,98.03861236572266,106.30416107177734,9.134259223937988,24.431068420410156,0,1,9,0.8457380533218384,89.90547180175781,93.24169158935547,98.03861236572266,93.72859954833984,3.3381431102752686,8.133140563964844,0,1,3,0.9592106342315674
COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,22.39,False,86.4551773071289,87.12393188476562,98.20838165283203,107.24518585205078,11.095454216003418,32.220428466796875,0,2,11,0.8061450719833374,86.4551773071289,87.12393188476562,98.20838165283203,90.5958251953125,5.389805793762207,11.753204345703125,0,2,3,0.9542953968048096
COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,3.0,False,89.17495727539062,91.53369903564453,93.32799530029297,98.49201965332031,7.167777061462402,23.086021423339844,0,1,11,0.9054028987884521,89.17495727539062,91.53369903564453,93.32799530029297,95.54058074951172,3.851093292236328,12.016647338867188,0,1,9,0.9333725571632385
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,3.0,False,73.90845489501953,74.498779296875,86.35649871826172,91.38270568847656,14.115800857543945,44.37567901611328,2,3,7,0.8087794780731201,73.90845489501953,74.498779296875,86.35649871826172,86.8991470336914,9.578536033630371,22.99493408203125,2,3,6,0.8505083918571472
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,114.82,False,74.17774963378906,74.79419708251953,86.35649871826172,94.3757553100586,11.898366928100586,44.10638427734375,2,3,11,0.7859830856323242,74.17774963378906,74.79419708251953,86.35649871826172,91.98490905761719,9.63592529296875,27.695945739746094,2,3,10,0.8064121603965759
COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,9.9,False,89.17495727539062,91.53369903564453,93.25885772705078,98.4679183959961,7.069746017456055,23.086021423339844,0,1,12,0.9056244492530823,89.17495727539062,91.53369903564453,93.25885772705078,95.80680847167969,4.176229000091553,12.419509887695312,0,1,10,0.9307789206504822
COCCN(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,40.74,False,89.3660659790039,91.29850769042969,94.0727767944336,104.10579681396484,8.605915069580078,24.11810302734375,0,1,12,0.8584158420562744,89.3660659790039,91.29850769042969,94.0727767944336,92.51531982421875,2.3298254013061523,5.957855224609375,0,1,4,0.9659596681594849
COCCNc1nc(NCc2ccccc2F)c2sccc2n1,147.91,False,80.32421112060547,92.17306518554688,95.51496124267578,104.39090728759766,11.759880065917969,35.34388732910156,1,1,10,0.7694560289382935,80.32421112060547,92.17306518554688,95.51496124267578,90.94129943847656,6.291071891784668,15.428756713867188,1,1,4,0.8832533955574036
COCCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,43.65,False,86.55756378173828,90.39550018310547,93.55408477783203,102.59254455566406,9.836587905883789,28.865463256835938,0,1,15,0.8437022566795349,86.55756378173828,90.39550018310547,93.55408477783203,93.71943664550781,3.3458762168884277,10.713981628417969,0,1,8,0.9235817790031433
COCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,125.0,False,86.5964584350586,87.29634857177734,94.47977447509766,100.57522583007812,9.510533332824707,24.851806640625,0,2,10,0.861011803150177,86.5964584350586,87.29634857177734,94.47977447509766,93.42597198486328,4.789377212524414,11.843353271484375,0,2,6,0.9268991947174072
COC[C@@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,5.5,False,91.4006576538086,92.27758026123047,94.8218002319336,100.79357147216797,8.567795753479004,21.870384216308594,0,0,12,0.9068104028701782,91.4006576538086,92.27758026123047,94.8218002319336,94.84219360351562,1.9110493659973145,5.861785888671875,0,0,8,0.9637130498886108
COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,4.0,False,91.7413101196289,92.27758026123047,94.8218002319336,100.94867706298828,8.47091007232666,21.52973175048828,0,0,12,0.9087916016578674,91.7413101196289,92.27758026123047,94.8218002319336,95.07487487792969,1.9817733764648438,5.5211334228515625,0,0,8,0.9649375081062317
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,10.36,False,75.07241821289062,84.0036849975586,85.71637725830078,96.30347442626953,10.538351058959961,38.80634307861328,2,4,14,0.7795400619506836,75.07241821289062,84.0036849975586,85.71637725830078,92.26419067382812,7.965575218200684,25.681716918945312,2,4,11,0.8136680126190186
COCc1ccoc1C(=O)N(c1ccc(OC)cc1OC)C(C(=O)NC[C@@H](C)O)c1ccccc1F,34.5,False,82.47490692138672,86.19922637939453,90.66200256347656,103.8722915649414,11.244582176208496,36.68915557861328,1,2,17,0.7940029501914978,82.47490692138672,86.19922637939453,90.66200256347656,92.91886901855469,5.810634613037109,18.755111694335938,1,2,8,0.8876012563705444
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,3.0,False,75.01054382324219,79.06273651123047,82.31006622314453,97.69490051269531,10.001492500305176,38.641136169433594,3,3,23,0.7678040862083435,75.01054382324219,79.06273651123047,82.31006622314453,93.17758178710938,7.462137222290039,28.375953674316406,3,3,17,0.8050277829170227
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,12.59,False,86.92881774902344,92.03104400634766,92.84333038330078,102.27113342285156,9.086130142211914,27.78156280517578,0,1,14,0.8499839305877686,86.92881774902344,92.03104400634766,92.84333038330078,94.87256622314453,3.881943941116333,11.446220397949219,0,1,8,0.9162693023681641
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,7.24,False,86.92881774902344,92.03104400634766,92.84333038330078,98.90096282958984,7.176805019378662,24.561614990234375,0,1,14,0.8789481520652771,86.92881774902344,92.03104400634766,92.84333038330078,95.5798110961914,3.7489843368530273,14.10888671875,0,1,11,0.9094893336296082
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,150.0,False,74.23149108886719,74.47982025146484,74.734619140625,94.35494995117188,8.921565055847168,34.07311248779297,7,9,45,0.7867259979248047,74.23149108886719,74.47982025146484,74.734619140625,93.13529205322266,8.397488594055176,30.639366149902344,7,9,41,0.7970286011695862
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,14.79,False,78.27867889404297,83.38733673095703,86.0800552368164,89.77592468261719,8.09282112121582,28.534042358398438,2,5,8,0.8719339966773987,78.27867889404297,83.38733673095703,86.0800552368164,87.34209442138672,5.2404069900512695,17.394393920898438,2,5,7,0.8962308168411255
COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,6.31,False,90.9875717163086,94.30500030517578,96.19451141357422,101.05863952636719,6.8702898025512695,23.346649169921875,0,0,11,0.9003443121910095,90.9875717163086,94.30500030517578,96.19451141357422,97.52389526367188,3.86667799949646,12.667404174804688,0,0,8,0.9329771995544434
COc1c2occc2cc2ccc(=O)oc12,52.0,False,97.24495697021484,110.66848754882812,112.03008270263672,111.75042724609375,7.052645206451416,21.454269409179688,0,0,6,0.8701976537704468,97.24495697021484,97.24495697021484,97.24495697021484,97.24495697021484,0.0,0.0,0,0,1,1.0
COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,31.62,False,97.22942352294922,109.91381072998047,109.9321060180664,109.22655487060547,4.610857963562012,15.491294860839844,0,0,8,0.8901628851890564,97.22942352294922,97.22942352294922,97.22942352294922,97.22942352294922,0.0,0.0,0,0,1,1.0
COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,27.54,False,86.55756378173828,90.39550018310547,93.55408477783203,103.82161712646484,10.018245697021484,28.865463256835938,0,1,13,0.8337142467498779,86.55756378173828,90.39550018310547,93.55408477783203,93.43473052978516,3.880659341812134,10.713981628417969,0,1,6,0.9263960123062134
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,16.34,False,92.5074234008789,97.02452850341797,97.24507141113281,106.471435546875,6.952775955200195,22.908828735351562,0,0,12,0.8688473105430603,92.5074234008789,97.02452850341797,97.24507141113281,95.59233856201172,2.1832234859466553,4.737648010253906,0,0,3,0.9677284359931946
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,12.3,False,95.39908599853516,97.02452850341797,97.8292465209961,106.87694549560547,6.420467376708984,20.017166137695312,0,0,12,0.892606794834137,95.39908599853516,97.02452850341797,97.8292465209961,96.7509536743164,1.01079261302948,2.4301605224609375,0,0,3,0.9860273599624634
COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O,138.04,False,95.29415130615234,96.67194366455078,97.45771026611328,99.51483154296875,5.703178405761719,16.826950073242188,0,0,6,0.9575874209403992,95.29415130615234,96.67194366455078,97.45771026611328,96.99358367919922,0.9440189003944397,2.613739013671875,0,0,5,0.98247891664505
COc1cc(C(CO)CO)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,19.95,False,88.1534652709961,93.54244995117188,97.22942352294922,107.23615264892578,8.709640502929688,26.31640625,0,1,12,0.8220498561859131,88.1534652709961,93.54244995117188,97.22942352294922,92.9751205444336,3.726898431777954,9.075958251953125,0,1,3,0.9481403827667236
COc1cc(C2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,23.99,False,87.25180053710938,91.83041381835938,97.22942352294922,105.8399887084961,8.974136352539062,27.21807098388672,0,1,14,0.8243746161460876,87.25180053710938,91.83041381835938,97.22942352294922,94.63710021972656,4.436882495880127,11.638961791992188,0,1,5,0.9219619035720825
COc1cc(N2CC3CNCC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,13.8,False,89.87812042236328,90.4457778930664,97.22942352294922,106.44129943847656,8.782769203186035,24.591751098632812,0,1,13,0.844391405582428,89.87812042236328,90.4457778930664,97.22942352294922,94.0669174194336,3.9452099800109863,8.836227416992188,0,1,4,0.9554700255393982
COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,12.3,False,83.73078155517578,90.33829498291016,93.07694244384766,105.52494812011719,10.211151123046875,30.739089965820312,1,1,13,0.7934690713882446,83.73078155517578,90.33829498291016,93.07694244384766,91.09385681152344,4.908246994018555,13.498641967773438,1,1,4,0.9191704392433167
COc1cc(N2CCN(C(=O)[C@@H](C)O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,12.59,False,83.8414077758789,90.3692855834961,93.06892395019531,105.2134017944336,9.887853622436523,30.628463745117188,1,1,14,0.7968700528144836,83.8414077758789,90.3692855834961,93.06892395019531,93.1077880859375,5.884125709533691,17.188507080078125,1,1,5,0.90047687292099
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,13.0,False,81.9920654296875,91.89927673339844,92.5869369506836,104.98270416259766,10.349283218383789,35.08946228027344,1,1,15,0.7810054421424866,81.9920654296875,91.89927673339844,92.5869369506836,93.2726821899414,5.617936134338379,16.212181091308594,1,1,6,0.8790576457977295
COc1cc(NC(=O)c2ccccn2)ccc1Cl,150.0,False,97.1993408203125,106.54779815673828,110.51988983154297,109.67886352539062,5.1747212409973145,17.124488830566406,0,0,8,0.8862175941467285,97.1993408203125,97.1993408203125,97.1993408203125,97.1993408203125,0.0,0.0,0,0,1,1.0
COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,27.54,False,87.93524169921875,94.72191619873047,98.26592254638672,107.01878356933594,10.222529411315918,32.30553436279297,0,1,9,0.8216804265975952,87.93524169921875,94.72191619873047,98.26592254638672,93.64102935791016,4.286177635192871,10.330680847167969,0,1,3,0.9390674233436584
COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1,150.0,False,83.42735290527344,91.08922576904297,91.43956756591797,101.05329895019531,9.861919403076172,30.832916259765625,1,1,14,0.8255777359008789,83.42735290527344,91.08922576904297,91.43956756591797,94.28556060791016,4.7425031661987305,16.72930908203125,1,1,9,0.8848370313644409
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(C(N)=O)cnc2cc1OCCN(C)CCO,12.59,False,89.99993896484375,91.09283447265625,91.56586456298828,101.49847412109375,9.363565444946289,23.487754821777344,0,1,12,0.8867122530937195,89.99993896484375,91.09283447265625,91.56586456298828,94.06847381591797,4.069450855255127,12.386833190917969,0,1,7,0.9567492008209229
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,3.3150000000000004,False,87.05220794677734,88.32852935791016,92.6845474243164,103.13192749023438,9.288839340209961,25.850486755371094,0,2,12,0.8440859317779541,87.05220794677734,88.32852935791016,92.6845474243164,93.23258972167969,5.2261834144592285,13.779953002929688,0,2,5,0.9337100982666016
